Filename,License Plate
car20.jpg,BS03AVNW
car11.jpg,MH14EP1894
car4.jpg,KLO7CF6566
car7.jpg,21BH3421AA
car1.jpg,IMH12DE1433
car21.jpg,NH12DE1433
car12.jpg,DLCAF5030
car17.jpg,PY05C7093
car10.jpg,KLO7AH9381
car18.jpg,TN21BY1620
car15.jpg,AP09BK8055T
car13.jpg,TNOGR7700
car16.jpg,MH46AU2491
car6.jpg,MH14BR6899
car3.jpg,SKL11MS084
car5.jpg,HR26DK8337
car19.jpg,HR26DA0797
car14.jpg,WH2GR8303
